country,year,total,urban,rural,urban_water_improved,urban_water_piped,urban_water_otherimproved,urban_water_unimproved,rural_water_improved,rural_water_piped,rural_water_otherimproved,rural_water_unimproved,total_water_improved,total_water_piped,total_water_otherimproved,total_water_unimproved,urban_sanitation_improved,urban_sanitation_shared,urban_sanitation_opendefecation,urban_sanitation_otherunimproved,urban_sanitation_unimproved,rural_sanitation_improved,rural_sanitation_shared,rural_sanitation_opendefecation,rural_sanitation_otherunimproved,rural_sanitation_unimproved,total_sanitation_improved,total_sanitation_shared,total_sanitation_opendefecation,total_sanitation_otherunimproved,total_sanitation_unimproved
"Aruba","1990","63.23","31.82","31.41","32.00","32.00","0.00","0.00","31.00","31.00","0.00","0.00","63.00","63.00","0.00","0.00","","","","","","","","","","","","","","",""
"Aruba","1995","80.35","39.18","41.17","39.00","39.00","0.00","0.00","41.00","41.00","0.00","0.00","80.00","80.00","0.00","0.00","","","","","","","","","","","","","","",""
"Aruba","2000","90.66","42.34","48.32","42.00","42.00","0.00","0.00","48.00","48.00","0.00","0.00","90.00","90.00","0.00","0.00","","","","","","","","","","","","","","",""
"Aruba","2005","101.04","47.08","53.95","47.00","47.00","0.00","0.00","54.00","54.00","0.00","0.00","101.00","101.00","0.00","0.00","","","","","","","","","","","","","","",""
"Aruba","2008","105.46","49.26","56.20","49.00","49.00","0.00","0.00","56.00","56.00","0.00","0.00","105.00","105.00","0.00","0.00","","","","","","","","","","","","","","",""
"Afghanistan","1990","12580.41","2304.23","10276.18","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Afghanistan","1995","18083.75","3572.81","14510.94","429.00","214.00","215.00","3144.00","145.00","0.00","145.00","14366.00","574.00","214.00","360.00","17510.00","1286.21","","643.11","1643.49","2286.60","3917.95","","5804.38","4788.61","10592.99","5204.00","","6447.00","6432.00","12879.75"
"Afghanistan","2000","20535.81","4370.43","16165.38","1573.00","437.00","1136.00","2797.00","2748.00","0.00","2748.00","13417.00","4321.00","437.00","3884.00","16214.00","2010.40","","480.75","1879.28","2360.03","4526.31","","5172.92","6466.15","11639.07","6536.00","","5654.00","8345.00","13999.81"
"Afghanistan","2005","24506.84","5611.82","18895.02","3704.00","786.00","2918.00","1908.00","6235.00","0.00","6235.00","12660.00","9939.00","786.00","9153.00","14568.00","3142.62","","224.47","2244.73","2469.20","5479.56","","4534.80","8880.66","13415.46","8623.00","","4759.00","11126.00","15883.84"
"Afghanistan","2008","27208.33","6527.55","20680.78","5091.00","1044.00","4047.00","1437.00","8066.00","0.00","8066.00","12615.00","13157.00","1044.00","12113.00","14052.00","3916.53","","130.55","2480.47","2611.02","6204.23","","4136.16","10340.39","14476.55","10121.00","","4267.00","12820.00","17087.33"
"Angola","1990","10661.46","3960.09","6701.37","1188.00","40.00","1148.00","2772.00","2681.00","0.00","2681.00","4020.00","3869.00","40.00","3829.00","6792.00","2296.85","","1386.03","277.21","1663.24","402.08","","5160.05","1139.23","6299.29","2699.00","","6546.00","1416.00","7962.46"
"Angola","1995","12539.13","5515.71","7023.42","1765.00","55.00","1710.00","3751.00","2809.00","0.00","2809.00","4214.00","4574.00","55.00","4519.00","7965.00","3309.43","","1820.19","386.10","2206.28","491.64","","5267.56","1264.22","6531.78","3801.00","","7088.00","1650.00","8738.13"
"Angola","2000","14279.52","6995.11","7284.41","3008.00","839.00","2169.00","3987.00","2914.00","73.00","2841.00","4370.00","5922.00","912.00","5010.00","8357.00","4896.57","","1399.02","699.51","2098.54","801.29","","4880.56","1602.57","6483.12","5698.00","","6280.00","2303.00","8581.52"
"Angola","2005","16617.59","8966.19","7651.40","4842.00","2331.00","2511.00","4124.00","2984.00","77.00","2907.00","4667.00","7826.00","2408.00","5418.00","8791.00","7172.95","","717.29","1075.94","1793.24","1147.71","","4437.81","2065.88","6503.69","8321.00","","5155.00","3142.00","8296.59"
"Angola","2008","18020.67","10225.83","7794.84","6135.00","3477.00","2658.00","4091.00","2962.00","78.00","2884.00","4833.00","9097.00","3555.00","5542.00","8924.00","8794.21","","102.26","1329.36","1431.62","1403.07","","4131.26","2260.50","6391.77","10197.00","","4233.00","3590.00","7823.67"
"Anguilla","1990","8.40","8.40","0.00","","","","","","","","","","","","","8.32","","","0.08","0.08","","","","","","","","","",""
"Anguilla","1995","9.89","9.89","0.00","6.00","4.00","2.00","4.00","","","","","","","","","9.79","","","0.10","0.10","","","","","","","","","",""
"Anguilla","2000","11.16","11.16","0.00","7.00","5.00","2.00","4.00","","","","","","","","","11.05","","","0.11","0.11","","","","","","","","","",""
"Anguilla","2005","13.67","13.67","0.00","","","","","","","","","","","","","13.53","","","0.14","0.14","","","","","","","","","",""
"Anguilla","2008","14.83","14.83","0.00","","","","","","","","","","","","","14.68","","","0.15","0.15","","","","","","","","","",""
"Albania","1990","3289.48","1198.29","2091.19","1198.00","1174.00","24.00","0.00","","","","","","","","","","","","","","","","","","","","","","",""
"Albania","1995","3133.76","1219.38","1914.38","1219.00","1195.00","24.00","0.00","1800.00","632.00","1168.00","114.00","3019.00","1827.00","1192.00","114.00","1182.80","24.39","","12.19","36.58","1550.65","19.14","","344.59","363.73","2734.00","43.00","","357.00","399.76"
"Albania","2000","3067.56","1280.43","1787.13","1280.00","1242.00","38.00","0.00","1698.00","768.00","930.00","89.00","2978.00","2010.00","968.00","89.00","1242.02","25.61","","12.80","38.41","1519.06","17.87","","250.20","268.07","2761.00","44.00","","263.00","306.56"
"Albania","2005","3110.58","1393.85","1716.73","1366.00","1296.00","70.00","28.00","1665.00","1150.00","515.00","52.00","3031.00","2446.00","585.00","80.00","1352.03","27.88","","13.94","41.82","1648.06","17.17","","51.50","68.67","3000.00","45.00","","66.00","110.58"
"Albania","2008","3143.30","1467.79","1675.51","1409.00","1336.00","73.00","59.00","1642.00","1374.00","268.00","34.00","3051.00","2710.00","341.00","93.00","1438.44","29.36","","0.00","29.35","1641.99","16.76","","16.76","33.52","3080.00","46.00","","17.00","63.30"
"Andorra","1990","52.78","50.02","2.76","50.00","50.00","0.00","0.00","3.00","","3.00","0.00","53.00","","3.00","0.00","50.02","","0.00","0.00","0.00","2.76","","0.00","0.00","0.00","53.00","","0.00","0.00","-0.22"
"Andorra","1995","64.70","60.45","4.25","60.00","60.00","0.00","0.00","4.00","","4.00","0.00","64.00","","4.00","0.00","60.45","","0.00","0.00","0.00","4.25","","0.00","0.00","0.00","64.00","","0.00","0.00","0.70"
"Andorra","2000","66.42","61.34","5.08","61.00","61.00","0.00","0.00","5.00","","5.00","0.00","66.00","","5.00","0.00","61.34","","0.00","0.00","0.00","5.08","","0.00","0.00","0.00","66.00","","0.00","0.00","0.42"
"Andorra","2005","79.78","72.29","7.48","72.00","72.00","0.00","0.00","7.00","","7.00","0.00","79.00","","7.00","0.00","72.29","","0.00","0.00","0.00","7.48","","0.00","0.00","0.00","79.00","","0.00","0.00","0.78"
"Andorra","2008","84.41","76.19","8.22","76.00","76.00","0.00","0.00","8.00","","8.00","0.00","84.00","","8.00","0.00","76.19","","0.00","0.00","0.00","8.22","","0.00","0.00","0.00","84.00","","0.00","0.00","0.41"
"United Arab Emirates","1990","1867.08","1476.36","390.72","1476.00","","1476.00","0.00","391.00","","391.00","0.00","1867.00","","1867.00","0.00","1446.83","29.53","0.00","0.00","29.53","371.19","19.54","0.00","0.00","19.53","1818.00","50.00","0.00","0.00","49.08"
"United Arab Emirates","1995","2431.53","1905.50","526.04","1905.00","","1905.00","0.00","526.00","","526.00","0.00","2431.00","","2431.00","0.00","1867.39","38.11","0.00","0.00","38.11","499.74","26.30","0.00","0.00","26.30","2367.00","64.00","0.00","0.00","64.53"
"United Arab Emirates","2000","3238.05","2519.85","718.20","2520.00","2016.00","504.00","0.00","718.00","503.00","215.00","0.00","3238.00","2519.00","719.00","0.00","2469.46","50.40","0.00","0.00","50.39","682.29","35.91","0.00","0.00","35.91","3151.00","86.00","0.00","0.00","87.05"
"United Arab Emirates","2005","4089.03","3177.67","911.36","3178.00","2542.00","636.00","0.00","911.00","638.00","273.00","0.00","4089.00","3180.00","909.00","0.00","3114.12","63.55","0.00","0.00","63.55","865.79","45.57","0.00","0.00","45.57","3980.00","110.00","0.00","0.00","109.03"
"United Arab Emirates","2008","4484.93","3492.02","992.92","3492.00","2794.00","698.00","0.00","993.00","695.00","298.00","0.00","4485.00","3489.00","996.00","0.00","3422.17","69.84","0.00","0.00","69.85","943.27","49.65","0.00","0.00","49.65","4365.00","120.00","0.00","0.00","119.93"
"Argentina","1990","32497.51","28267.63","4229.88","27420.00","21483.00","5937.00","848.00","3046.00","931.00","2115.00","1184.00","30466.00","22414.00","8052.00","2032.00","26288.90","","","1978.73","1978.73","3087.81","","","1142.07","1142.07","29377.00","","","3121.00","3120.51"
"Argentina","1995","34771.69","30826.84","3944.85","30210.00","24045.00","6165.00","617.00","2959.00","1183.00","1776.00","986.00","33169.00","25228.00","7941.00","1603.00","28668.96","","","2157.88","2157.88","2958.64","","","986.21","986.21","31628.00","","","3144.00","3143.69"
"Argentina","2000","36938.73","33291.03","3647.70","32625.00","26966.00","5659.00","666.00","2845.00","1423.00","1422.00","803.00","35470.00","28389.00","7081.00","1469.00","30627.75","","","2663.28","2663.28","2808.73","","","838.97","838.97","33437.00","","","3502.00","3501.73"
"Argentina","2005","38731.60","35397.20","3334.40","34689.00","29380.00","5309.00","708.00","2668.00","1500.00","1168.00","666.00","37357.00","30880.00","6477.00","1374.00","32211.45","","","3185.75","3185.75","2567.49","","","766.91","766.91","34778.00","","","3953.00","3953.60"
"Argentina","2008","39882.98","36700.72","3182.26","35967.00","30462.00","5505.00","734.00","2546.00","1432.00","1114.00","636.00","38513.00","31894.00","6619.00","1370.00","33397.65","","","3303.06","3303.07","2450.34","","","731.92","731.92","35848.00","","","4035.00","4034.98"
"Armenia","1990","3544.70","2391.29","1153.41","2367.00","2296.00","71.00","24.00","","681.00","","","","2977.00","","","2271.72","95.65","0.00","23.91","119.57","","","0.00","","","","","0.00","",""
"Armenia","1995","3223.17","2136.67","1086.50","2115.00","2051.00","64.00","22.00","847.00","663.00","184.00","239.00","2962.00","2714.00","248.00","261.00","2029.84","85.47","0.00","21.37","106.83","814.87","32.59","0.00","239.03","271.63","2845.00","118.00","0.00","260.00","378.17"
"Armenia","2000","3075.81","2002.38","1073.43","1982.00","1922.00","60.00","20.00","891.00","687.00","204.00","182.00","2873.00","2609.00","264.00","202.00","1902.26","80.10","0.00","20.02","100.12","826.54","32.20","0.00","214.69","246.89","2729.00","112.00","0.00","235.00","346.81"
"Armenia","2005","3064.93","1963.58","1101.35","1944.00","1885.00","59.00","20.00","980.00","749.00","231.00","121.00","2924.00","2634.00","290.00","141.00","1865.40","78.54","0.00","19.64","98.18","870.07","33.04","0.00","198.24","231.28","2735.00","112.00","0.00","218.00","329.93"
"Armenia","2008","3077.08","1962.23","1114.86","1923.00","1903.00","20.00","39.00","1037.00","780.00","257.00","78.00","2960.00","2683.00","277.00","117.00","1864.12","78.49","0.00","19.62","98.11","891.88","33.45","0.00","189.53","222.98","2756.00","111.00","0.00","210.00","321.08"
"Antigua and Barbuda","1990","61.92","21.94","39.98","21.00","","21.00","1.00","","","","","","","","","21.50","","","0.44","0.44","","","","","","","","","",""
"Antigua and Barbuda","1995","68.16","24.58","43.58","23.00","18.00","5.00","2.00","39.00","36.00","3.00","5.00","62.00","54.00","8.00","7.00","24.09","","","0.49","0.49","40.97","","","2.61","2.61","65.00","","","3.00","3.16"
"Antigua and Barbuda","2000","77.13","28.76","48.38","27.00","21.00","6.00","2.00","43.00","40.00","3.00","5.00","70.00","61.00","9.00","7.00","28.18","","","0.58","0.58","45.48","","","2.90","2.90","73.00","","","4.00","4.13"
"Antigua and Barbuda","2005","83.53","32.67","50.86","31.00","24.00","7.00","2.00","","42.00","","","","66.00","","","32.02","","","0.65","0.65","","","","","","","","","",""
"Antigua and Barbuda","2008","86.63","37.52","49.12","36.00","","36.00","2.00","","","","","","","","","36.77","","","0.75","0.75","","","","","","","","","",""
"Australia","1990","17091.25","14595.93","2495.32","14596.00","","14596.00","0.00","2495.00","","2495.00","0.00","17091.00","","17091.00","0.00","14595.93","","0.00","0.00","0.00","2495.32","","0.00","0.00","0.00","17091.00","","0.00","0.00","0.25"
"Australia","1995","18118.21","15600.87","2517.34","15601.00","","15601.00","0.00","2517.00","","2517.00","0.00","18118.00","","18118.00","0.00","15600.87","","0.00","0.00","0.00","2517.34","","0.00","0.00","0.00","18118.00","","0.00","0.00","0.21"
"Australia","2000","19170.94","16710.35","2460.59","16710.00","","16710.00","0.00","2461.00","","2461.00","0.00","19171.00","","19171.00","0.00","16710.35","","0.00","0.00","0.00","2460.59","","0.00","0.00","0.00","19171.00","","0.00","0.00","-0.06"
"Australia","2005","20394.75","17986.75","2408.01","17987.00","","17987.00","0.00","2408.00","","2408.00","0.00","20395.00","","20395.00","0.00","17986.75","","0.00","0.00","0.00","2408.01","","0.00","0.00","0.00","20395.00","","0.00","0.00","-0.25"
"Australia","2008","21074.38","18704.57","2369.81","18705.00","","18705.00","0.00","2370.00","","2370.00","0.00","21075.00","","21075.00","0.00","18704.57","","0.00","0.00","0.00","2369.81","","0.00","0.00","0.00","21075.00","","0.00","0.00","-0.62"
"Austria","1990","7670.51","5044.51","2626.00","5045.00","5045.00","0.00","0.00","2626.00","2626.00","0.00","0.00","7671.00","7671.00","0.00","0.00","5044.51","","0.00","0.00","0.00","2626.00","","0.00","0.00","0.00","7671.00","","0.00","0.00","-0.49"
"Austria","1995","7935.62","5221.64","2713.98","5222.00","5222.00","0.00","0.00","2714.00","2714.00","0.00","0.00","7936.00","7936.00","0.00","0.00","5221.64","","0.00","0.00","0.00","2713.98","","0.00","0.00","0.00","7936.00","","0.00","0.00","-0.38"
"Austria","2000","8004.71","5267.10","2737.61","5267.00","5267.00","0.00","0.00","2738.00","2738.00","0.00","0.00","8005.00","8005.00","0.00","0.00","5267.10","","0.00","0.00","0.00","2737.61","","0.00","0.00","0.00","8005.00","","0.00","0.00","-0.29"
"Austria","2005","8232.28","5474.38","2757.90","5474.00","5474.00","0.00","0.00","2758.00","2758.00","0.00","0.00","8232.00","8232.00","0.00","0.00","5474.38","","0.00","0.00","0.00","2757.90","","0.00","0.00","0.00","8232.00","","0.00","0.00","0.28"
"Austria","2008","8337.30","5595.00","2742.31","5595.00","5595.00","0.00","0.00","2742.00","2742.00","0.00","0.00","8337.00","8337.00","0.00","0.00","5595.00","","0.00","0.00","0.00","2742.31","","0.00","0.00","0.00","8337.00","","0.00","0.00","0.30"
"Azerbaijan","1990","7211.69","3876.21","3335.48","3411.00","2597.00","814.00","465.00","1634.00","567.00","1067.00","1701.00","5045.00","3164.00","1881.00","2166.00","","","","","","","","","","","","","","",""
"Azerbaijan","1995","7783.78","4063.60","3720.18","3576.00","2804.00","772.00","488.00","1934.00","632.00","1302.00","1786.00","5510.00","3436.00","2074.00","2274.00","2681.98","325.09","0.00","1056.54","1381.62","744.04","37.20","0.00","2938.94","2976.14","3426.00","362.00","0.00","3996.00","4357.78"
"Azerbaijan","2000","8121.41","4157.84","3963.57","3659.00","2994.00","665.00","499.00","2339.00","713.00","1626.00","1625.00","5998.00","3707.00","2291.00","2124.00","2619.44","332.63","0.00","1205.77","1538.40","951.26","39.64","0.00","2972.68","3012.31","3570.00","373.00","0.00","4179.00","4551.41"
"Azerbaijan","2005","8452.91","4356.04","4096.87","3833.00","3311.00","522.00","523.00","2704.00","778.00","1926.00","1393.00","6537.00","4089.00","2448.00","1916.00","2395.82","304.92","43.56","1611.73","1960.22","1392.94","40.97","327.75","2335.22","2703.93","3789.00","346.00","372.00","3947.00","4663.91"
"Azerbaijan","2008","8730.53","4528.09","4202.44","3985.00","3532.00","453.00","543.00","2984.00","840.00","2144.00","1218.00","6969.00","4372.00","2597.00","1761.00","2309.33","271.69","90.56","1856.52","2218.76","1638.95","42.02","504.29","2017.17","2563.49","3948.00","314.00","595.00","3874.00","4782.53"
"Burundi","1990","5681.26","356.27","5324.99","346.00","114.00","232.00","10.00","3621.00","53.00","3568.00","1704.00","3967.00","167.00","3800.00","1714.00","146.07","64.13","3.56","142.51","210.20","2342.99","213.00","159.75","2609.24","2982.00","2489.00","277.00","164.00","2752.00","3192.26"
"Burundi","1995","6166.98","444.70","5722.28","414.00","160.00","254.00","31.00","3948.00","57.00","3891.00","1774.00","4362.00","217.00","4145.00","1805.00","195.67","84.49","4.45","160.09","249.03","2575.03","228.89","171.67","2746.70","3147.25","2771.00","313.00","176.00","2907.00","3395.98"
"Burundi","2000","6472.62","535.61","5937.01","477.00","220.00","257.00","59.00","4156.00","59.00","4097.00","1781.00","4633.00","279.00","4354.00","1840.00","246.38","107.12","5.36","176.75","289.23","2671.66","237.48","118.74","2909.14","3265.35","2918.00","344.00","124.00","3086.00","3554.62"
"Burundi","2005","7378.13","702.77","6675.36","597.00","316.00","281.00","106.00","4740.00","67.00","4673.00","1935.00","5337.00","383.00","4954.00","2041.00","344.36","147.58","14.06","196.77","358.41","3070.67","267.01","66.75","3270.93","3604.69","3415.00","415.00","81.00","3468.00","3963.13"
"Burundi","2008","8074.25","838.11","7236.15","696.00","394.00","302.00","142.00","5138.00","72.00","5066.00","2098.00","5834.00","466.00","5368.00","2240.00","410.67","184.38","16.76","226.29","427.44","3328.63","289.45","72.36","3545.71","3907.52","3740.00","473.00","89.00","3772.00","4334.25"
"Belgium","1990","9933.06","9573.18","359.88","9573.00","9573.00","0.00","0.00","360.00","345.00","15.00","0.00","9933.00","9918.00","15.00","0.00","9573.18","","0.00","0.00","0.00","359.88","","0.00","0.00","0.00","9933.00","","0.00","0.00","0.06"
"Belgium","1995","10084.07","9759.06","325.01","9759.00","9759.00","0.00","0.00","325.00","319.00","6.00","0.00","10084.00","10078.00","6.00","0.00","9759.06","","0.00","0.00","0.00","325.01","","0.00","0.00","0.00","10084.00","","0.00","0.00","0.07"
"Belgium","2000","10193.09","9899.23","293.87","9899.00","9899.00","0.00","0.00","294.00","291.00","3.00","0.00","10193.00","10190.00","3.00","0.00","9899.23","","0.00","0.00","0.00","293.87","","0.00","0.00","0.00","10193.00","","0.00","0.00","0.09"
"Belgium","2005","10415.23","10131.83","283.40","10132.00","10132.00","0.00","0.00","283.00","283.00","0.00","0.00","10415.00","10415.00","0.00","0.00","10131.83","","0.00","0.00","0.00","283.40","","0.00","0.00","0.00","10415.00","","0.00","0.00","0.23"
"Belgium","2008","10590.38","10312.06","278.31","10312.00","10312.00","0.00","0.00","278.00","278.00","0.00","0.00","10590.00","10590.00","0.00","0.00","10312.06","","0.00","0.00","0.00","278.31","","0.00","0.00","0.00","10590.00","","0.00","0.00","0.38"
"Benin","1990","4795.09","1653.59","3141.50","1191.00","314.00","877.00","463.00","1477.00","0.00","1477.00","1665.00","2668.00","314.00","2354.00","2128.00","231.50","330.72","843.33","248.04","1422.09","31.42","31.42","2984.43","94.25","3110.08","263.00","362.00","3827.00","342.00","4532.09"
"Benin","1995","5723.30","2103.77","3619.53","1578.00","442.00","1136.00","526.00","1918.00","36.00","1882.00","1702.00","3496.00","478.00","3018.00","2228.00","357.64","504.91","967.73","273.49","1746.13","72.39","144.78","3293.77","108.59","3547.14","430.00","650.00","4262.00","382.00","5293.30"
"Benin","2000","6659.33","2552.72","4106.61","1991.00","587.00","1404.00","562.00","2423.00","82.00","2341.00","1684.00","4414.00","669.00","3745.00","2246.00","485.02","714.76","1021.09","331.85","2067.70","123.20","246.40","3572.75","164.26","3983.41","608.00","961.00","4594.00","496.00","6051.33"
"Benin","2005","7867.63","3148.00","4719.63","2581.00","756.00","1825.00","567.00","3068.00","94.00","2974.00","1652.00","5649.00","850.00","4799.00","2219.00","692.56","1007.36","1101.80","346.28","2455.44","141.59","377.57","3917.29","283.18","4578.04","835.00","1385.00","5019.00","629.00","7032.63"
"Benin","2008","8662.09","3567.65","5094.44","2997.00","928.00","2069.00","571.00","3515.00","102.00","3413.00","1579.00","6512.00","1030.00","5482.00","2150.00","856.24","1213.00","1105.97","392.44","2711.41","203.78","509.44","4075.55","305.67","4890.66","1060.00","1722.00","5182.00","698.00","7602.09"
"Burkina Faso","1990","8813.96","1217.65","7596.32","889.00","146.00","743.00","329.00","2735.00","0.00","2735.00","4861.00","3624.00","146.00","3478.00","5190.00","340.94","207.00","158.29","511.41","876.71","151.93","151.93","6836.68","455.78","7444.39","493.00","359.00","6995.00","967.00","8320.96"
"Burkina Faso","1995","10127.22","1532.35","8594.87","1211.00","215.00","996.00","321.00","3782.00","0.00","3782.00","4813.00","4993.00","215.00","4778.00","5134.00","444.38","260.50","183.88","643.59","1087.97","257.85","257.85","7477.54","601.64","8337.02","702.00","518.00","7662.00","1246.00","9425.22"
"Burkina Faso","2000","11676.16","1937.07","9739.08","1647.00","329.00","1318.00","290.00","5356.00","0.00","5356.00","4383.00","7003.00","329.00","6674.00","4673.00","600.49","348.67","193.71","794.20","1336.58","389.56","486.95","8083.44","779.13","9349.52","990.00","836.00","8277.00","1573.00","10686.16"
"Burkina Faso","2005","13747.18","2520.41","11226.77","2294.00","504.00","1790.00","226.00","7297.00","0.00","7297.00","3930.00","9591.00","504.00","9087.00","4156.00","806.53","478.88","226.84","1008.16","1713.88","673.61","673.61","8869.15","1010.41","10553.16","1481.00","1153.00","9096.00","2018.00","12266.18"
"Burkina Faso","2008","15233.88","2976.70","12257.18","2828.00","625.00","2203.00","149.00","8825.00","0.00","8825.00","3432.00","11653.00","625.00","11028.00","3581.00","982.31","595.34","238.14","1160.91","1994.39","735.43","858.00","9438.03","1225.72","11521.75","1717.00","1453.00","9676.00","2387.00","13516.88"
"Bangladesh","1990","115632.15","22907.89","92724.27","20159.00","6414.00","13745.00","2749.00","70470.00","0.00","70470.00","22254.00","90629.00","6414.00","84215.00","25003.00","13515.65","6185.13","1603.55","1603.55","9392.24","31526.25","14835.88","37089.71","9272.43","61198.02","45042.00","21021.00","38694.00","10876.00","70590.15"
"Bangladesh","1995","128086.44","27785.79","100300.65","24174.00","7502.00","16672.00","3612.00","76228.00","0.00","76228.00","24073.00","100402.00","7502.00","92900.00","27685.00","16115.76","7502.16","1667.15","2500.72","11670.03","37111.24","17051.11","34102.22","12036.08","63189.41","53227.00","24553.00","35769.00","14537.00","74859.44"
"Bangladesh","2000","140766.91","33206.91","107560.00","28558.00","8634.00","19924.00","4649.00","82821.00","0.00","82821.00","24739.00","111379.00","8634.00","102745.00","29388.00","18927.94","8633.80","1660.35","3984.83","14278.97","46250.80","21512.00","25814.40","13982.80","61309.20","65179.00","30146.00","27474.00","17968.00","75587.91"
"Bangladesh","2005","153122.04","39309.49","113812.55","33413.00","9827.00","23586.00","5896.00","88774.00","0.00","88774.00","25039.00","122187.00","9827.00","112360.00","30935.00","22406.41","10220.47","1572.38","5110.23","16903.08","54630.02","25038.76","15933.76","18210.01","59182.53","77036.00","35259.00","17506.00","23320.00","76086.04"
"Bangladesh","2008","160000.13","43312.04","116688.09","36815.00","10395.00","26420.00","6497.00","91017.00","0.00","91017.00","25671.00","127832.00","10395.00","117437.00","32168.00","24254.74","11261.13","1299.36","6496.81","19057.30","60677.81","28005.14","9335.05","18670.10","56010.28","84933.00","39266.00","10634.00","25167.00","75067.13"
"Bulgaria","1990","8818.92","5853.73","2965.18","5854.00","5620.00","234.00","0.00","2936.00","2135.00","801.00","29.00","8790.00","7755.00","1035.00","29.00","5853.73","","0.00","0.00","0.00","2905.88","","","59.30","59.30","8760.00","","","59.00","58.92"
"Bulgaria","1995","8356.62","5663.12","2693.51","5663.00","5437.00","226.00","0.00","2694.00","1939.00","755.00","0.00","8357.00","7376.00","981.00","0.00","5663.12","","0.00","0.00","0.00","2666.57","","","26.94","26.94","8330.00","","","27.00","26.62"
"Bulgaria","2000","8006.07","5512.74","2493.33","5513.00","5292.00","221.00","0.00","2493.00","1795.00","698.00","0.00","8006.00","7087.00","919.00","0.00","5512.74","","0.00","0.00","0.00","2493.33","","0.00","0.00","0.00","8006.00","","0.00","0.00","0.07"
"Bulgaria","2005","7739.36","5434.81","2304.55","5435.00","5217.00","218.00","0.00","2305.00","","2305.00","0.00","7740.00","","2523.00","0.00","5434.81","","0.00","0.00","0.00","2304.55","","0.00","0.00","0.00","7740.00","","0.00","0.00","-0.64"
"Bulgaria","2008","7592.52","5397.90","2194.62","5398.00","5182.00","216.00","0.00","2195.00","","2195.00","0.00","7593.00","","2411.00","0.00","5397.90","","0.00","0.00","0.00","2194.62","","0.00","0.00","0.00","7593.00","","0.00","0.00","-0.48"
"Bahrain","1990","492.95","434.49","58.46","434.00","434.00","0.00","0.00","","","","","","","","","434.49","","0.00","0.00","0.00","","","","","","","","","",""
"Bahrain","1995","577.69","510.61","67.08","511.00","511.00","0.00","0.00","","","","","","","","","510.61","","0.00","0.00","0.00","","","","","","","","","",""
"Bahrain","2000","650.01","574.43","75.58","574.00","574.00","0.00","0.00","","","","","","","","","574.43","","0.00","0.00","0.00","","","","","","","","","",""
"Bahrain","2005","727.57","643.31","84.27","643.00","643.00","0.00","0.00","","","","","","","","","643.31","","0.00","0.00","0.00","","","","","","","","","",""
"Bahrain","2008","775.58","686.53","89.05","687.00","687.00","0.00","0.00","","","","","","","","","686.53","","0.00","0.00","0.00","","","","","","","","","",""
"Bahamas","1990","255.60","204.07","51.54","200.00","","200.00","4.00","","","","","","","","","204.07","","0.00","0.00","0.00","51.54","","0.00","0.00","0.00","256.00","","0.00","0.00","-0.40"
"Bahamas","1995","281.24","227.70","53.55","223.00","157.00","66.00","5.00","46.00","43.00","3.00","8.00","269.00","200.00","69.00","13.00","227.70","","0.00","0.00","0.00","53.55","","0.00","0.00","0.00","282.00","","0.00","0.00","-0.76"
"Bahamas","2000","304.81","250.05","54.76","245.00","173.00","72.00","5.00","47.00","44.00","3.00","8.00","292.00","217.00","75.00","13.00","250.05","","0.00","0.00","0.00","54.76","","0.00","0.00","0.00","305.00","","0.00","0.00","-0.19"
"Bahamas","2005","325.50","270.42","55.08","265.00","","265.00","5.00","","","","","","","","","270.42","","0.00","0.00","0.00","55.08","","0.00","0.00","0.00","325.00","","0.00","0.00","0.50"
"Bahamas","2008","337.67","282.60","55.06","277.00","","277.00","6.00","","","","","","","","","282.60","","0.00","0.00","0.00","55.06","","0.00","0.00","0.00","338.00","","0.00","0.00","-0.33"
"Bosnia and Herzegovina","1990","4308.20","1690.93","2617.27","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bosnia and Herzegovina","1995","3332.12","1368.30","1963.82","1355.00","1314.00","41.00","13.00","1885.00","1532.00","353.00","79.00","3240.00","2846.00","394.00","92.00","1340.94","0.00","13.68","13.68","27.36","1826.35","19.64","19.64","98.19","137.47","3167.00","20.00","34.00","112.00","165.12"
"Bosnia and Herzegovina","2000","3693.58","1596.66","2096.92","1581.00","1533.00","48.00","16.00","2013.00","1615.00","398.00","84.00","3594.00","3148.00","446.00","100.00","1564.73","0.00","0.00","31.93","31.93","1950.13","20.97","20.97","104.85","146.79","3515.00","21.00","21.00","137.00","178.58"
"Bosnia and Herzegovina","2005","3781.27","1729.82","2051.46","1730.00","1626.00","104.00","0.00","1990.00","1498.00","492.00","61.00","3720.00","3124.00","596.00","61.00","1712.52","0.00","0.00","17.30","17.30","1887.34","20.51","0.00","143.60","164.12","3600.00","21.00","0.00","161.00","181.27"
"Bosnia and Herzegovina","2008","3773.10","1789.54","1983.56","1790.00","1682.00","108.00","0.00","1944.00","1408.00","536.00","40.00","3734.00","3090.00","644.00","40.00","1771.65","0.00","0.00","17.90","17.89","1824.87","19.84","0.00","138.85","158.69","3597.00","20.00","0.00","157.00","176.10"
"Belarus","1990","10259.70","6769.45","3490.25","6769.00","","6769.00","0.00","3455.00","","3455.00","35.00","10224.00","","10224.00","35.00","","","","","","","","","","","","","","",""
